FirstPlotData
x	y
-1.7000000000000193	-0.9916648104524661
-1.6000000000000192	-0.9995736030415046
-1.500000000000019	-0.9974949866040558
-1.400000000000019	-0.9854497299884634
-1.300000000000019	-0.9635581854171981
-1.2000000000000188	-0.9320390859672332
-1.1000000000000187	-0.8912073600614439
-1.0000000000000187	-0.8414709848079065
-0.9000000000000187	-0.783326909627495
-0.8000000000000187	-0.7173560908995358
-0.7000000000000187	-0.6442176872377053
-0.6000000000000187	-0.5646424733950508
-0.5000000000000188	-0.4794255386042195
-0.4000000000000188	-0.3894183423086678
-0.3000000000000188	-0.29552020666135753
-0.2000000000000188	-0.19866933079507965
-0.1000000000000188	-0.09983341664684685
-1.8790524691780774E-14	-1.8790524691780774E-14
0.09999999999998122	0.09983341664680946
0.19999999999998122	0.19866933079504281
0.2999999999999812	0.2955202066613216
0.39999999999998126	0.38941834230863326
0.49999999999998124	0.4794255386041865
0.5999999999999812	0.5646424733950198
0.6999999999999812	0.6442176872376767
0.7999999999999812	0.7173560908995096
0.8999999999999811	0.7833269096274716
0.9999999999999811	0.8414709848078863
1.0999999999999812	0.8912073600614269
1.1999999999999813	0.9320390859672196
1.2999999999999814	0.963558185417188
1.3999999999999815	0.985449729988457
1.4999999999999816	0.9974949866040531
1.5999999999999817	0.9995736030415057
1.6999999999999817	0.991664810452471
1.7999999999999818	0.9738476308781994
1.899999999999982	0.9463000876874204
1.999999999999982	0.9092974268256891
2.099999999999982	0.8632093666488829
2.199999999999982	0.8084964038196009
2.299999999999982	0.7457052121767322
2.399999999999982	0.675463180551164
2.4999999999999822	0.5984721441039708
2.5999999999999823	0.5155013718214794
2.6999999999999824	0.4273798802338458
2.7999999999999825	0.33498815015592137
2.8999999999999826	0.23924932921399922
2.9999999999999827	0.14112000805988437
3.0999999999999828	0.0415806624333078
3.199999999999983	-0.058374143427562794
3.299999999999983	-0.15774569414323156
3.399999999999983	-0.2555411020268149
3.499999999999983	-0.35078322768960407
3.599999999999983	-0.44252044329483736
3.6999999999999833	-0.5298361409084791
3.7999999999999834	-0.6118578909427059
3.8999999999999835	-0.6877661591839619
3.9999999999999836	-0.7568024953079175
4.099999999999984	-0.818277111064401
4.199999999999983	-0.8715757724135799
4.299999999999983	-0.9161659367494481
4.399999999999983	-0.9516020738895106
4.499999999999982	-0.9775301176650933
4.599999999999982	-0.9936910036334624
4.6999999999999815	-0.9999232575641006
4.799999999999981	-0.9961646088358423
4.899999999999981	-0.9824526126243361
4.9999999999999805	-0.958924274663144
5.09999999999998	-0.9258146823277398
5.19999999999998	-0.8834546557201628
5.299999999999979	-0.8322674422239126
5.399999999999979	-0.7727644875560007
5.499999999999979	-0.705540325570407
5.599999999999978	-0.631266637872338
5.699999999999978	-0.5506855425976561
5.799999999999978	-0.464602179413777
5.899999999999977	-0.37387666483025744
5.999999999999977	-0.279415498198948
6.0999999999999766	-0.1821625042721186
6.199999999999976	-0.08308940281752031
6.299999999999976	0.016813900484325735
6.3999999999999755	0.11654920485046893
6.499999999999975	0.21511998808779123
6.599999999999975	0.3115413635133542
6.699999999999974	0.4048499206165748
6.799999999999974	0.4941133511385858
6.899999999999974	0.5784397643881785
6.999999999999973	0.6569865987187691
7.099999999999973	0.7289690401258577
7.199999999999973	0.7936678638491363
7.299999999999972	0.85043662062855
7.399999999999972	0.8987080958116145
7.499999999999972	0.937999976774729
7.599999999999971	0.9679196720314792
7.699999999999971	0.9881682338769959
7.7999999999999705	0.9985433453746033
7.89999999999997	0.9989413418397735
7.99999999999997	0.9893582466233861
8.09999999999997	0.9698898108450937
8.199999999999969	0.9407305566797834
8.299999999999969	0.9021718337563072
8.399999999999968	0.8545989080882971
8.499999999999968	0.7984871126235096
8.599999999999968	0.7343970978741351
8.699999999999967	0.6629692300822072
8.799999999999967	0.584917192891789
8.899999999999967	0.5010208564579138
8.999999999999966	0.41211848524178735
9.099999999999966	0.3190983623493841
9.199999999999966	0.22288991410028056
9.299999999999965	0.12445442350709694
9.399999999999965	0.02477542545339328
9.499999999999964	-0.07515112046177388
9.599999999999964	-0.17432678122294465
9.699999999999964	-0.27176062641090826
9.799999999999963	-0.3664791292518937
9.899999999999963	-0.4575358937752882
9.999999999999963	-0.5440211108893386
